ticker,longName,zip,logo_url,close_price
GRMN,Garmin Ltd.,8200,https://logo.clearbit.com/garmin.com,167.26
IT,"Gartner, Inc.",06902-7700,https://logo.clearbit.com/gartner.com,310.33
GNRC,Generac Holdings Inc.,53189,https://logo.clearbit.com/generac.com,435.36
GD,General Dynamics Corporation,20190,https://logo.clearbit.com/gd.com,195.12
GE,General Electric Company,02210,https://logo.clearbit.com/ge.com,100.47
GIS,"General Mills, Inc.",55426,https://logo.clearbit.com/generalmills.com,58.92
GM,General Motors Company,48265-3000,https://logo.clearbit.com/gm.com,51.33
GPC,Genuine Parts Company,30339,https://logo.clearbit.com/genpt.com,122.0
GILD,"Gilead Sciences, Inc.",94404,https://logo.clearbit.com/gilead.com,71.61
GPN,Global Payments Inc.,30326,https://logo.clearbit.com/globalpaymentsinc.com,162.03
GL,Globe Life Inc.,75070,https://logo.clearbit.com/globelifeinsurance.com,89.67
GS,"The Goldman Sachs Group, Inc.",10282,https://logo.clearbit.com/goldmansachs.com,391.46
HAL,Halliburton Company,77032,https://logo.clearbit.com/halliburton.com,20.27
HBI,Hanesbrands Inc.,27105,https://logo.clearbit.com/hanes.com,19.0
HAS,"Hasbro, Inc.",02861-1059,https://logo.clearbit.com/hasbro.com,97.53
HCA,"HCA Healthcare, Inc.",37203,https://logo.clearbit.com/hcahealthcare.com,258.74
PEAK,"Healthpeak Properties, Inc.",80237,https://logo.clearbit.com/healthpeak.com,35.5
HSIC,"Henry Schein, Inc.",11747,https://logo.clearbit.com/henryschein.com,77.47
HES,Hess Corporation,10036,https://logo.clearbit.com/hess.com,71.34
HPE,Hewlett Packard Enterprise Company,77070,https://logo.clearbit.com/hpe.com,13.55
HLT,Hilton Worldwide Holdings Inc.,22102,https://logo.clearbit.com/hilton.com,131.21
HOLX,"Hologic, Inc.",01752,https://logo.clearbit.com/hologic.com,77.63
HD,"The Home Depot, Inc.",30339,https://logo.clearbit.com/homedepot.com,335.67
HON,Honeywell International Inc.,28202,https://logo.clearbit.com/honeywell.com,218.49
HST,"Host Hotels & Resorts, Inc.",20817,https://logo.clearbit.com/hosthotels.com,16.26
HWM,Howmet Aerospace Inc.,15212-5872,https://logo.clearbit.com/howmet.com,32.79
HPQ,HP Inc.,94304,https://logo.clearbit.com/www8.hp.com,27.68
HUM,Humana Inc.,40202,https://logo.clearbit.com/humana.com,407.79
HBAN,Huntington Bancshares Incorporated,43287,https://logo.clearbit.com/huntington.com,14.95
IBM,International Business Machines Corporation,10504,https://logo.clearbit.com/ibm.com,135.23
IEX,IDEX Corporation,60062-4824,https://logo.clearbit.com/idexcorp.com,215.75
IDXX,"IDEXX Laboratories, Inc.",04092,https://logo.clearbit.com/idexx.com,661.71
ITW,Illinois Tool Works Inc.,60025-4075,https://logo.clearbit.com/itw.com,215.89
ILMN,"Illumina, Inc.",92122,https://logo.clearbit.com/illumina.com,447.01
INCY,Incyte Corporation,19803,https://logo.clearbit.com/incyte.com,75.99
IR,Ingersoll Rand Inc.,28036,https://logo.clearbit.com/irco.com,54.3
INTC,Intel Corporation,95054-1549,https://logo.clearbit.com/intel.com,54.26
ICE,"Intercontinental Exchange, Inc.",30328,https://logo.clearbit.com/intercontinentalexchange.com,119.78
IFF,International Flavors & Fragrances Inc.,10019,https://logo.clearbit.com/iff.com,135.21
IP,International Paper Company,38197,https://logo.clearbit.com/internationalpaper.com,56.6
IPG,"The Interpublic Group of Companies, Inc.",10022,https://logo.clearbit.com/interpublic.com,36.99
INTU,Intuit Inc.,94043,https://logo.clearbit.com/intuit.com,561.85
ISRG,"Intuitive Surgical, Inc.",94086-5304,https://logo.clearbit.com/intuitive.com,1037.27
IVZ,Invesco Ltd.,30309,https://logo.clearbit.com/invesco.com,26.25
IPGP,IPG Photonics Corporation,01540,https://logo.clearbit.com/ipgphotonics.com,166.57
IQV,IQVIA Holdings Inc.,06810,https://logo.clearbit.com/iqvia.com,256.33
IRM,Iron Mountain Incorporated,02110,https://logo.clearbit.com/ironmountain.com,44.9
JBHT,"J.B. Hunt Transport Services, Inc.",72745-0130,https://logo.clearbit.com/jbhunt.com,168.72
JKHY,"Jack Henry & Associates, Inc.",65708,https://logo.clearbit.com/jackhenry.com,168.76
J,Jacobs Engineering Group Inc.,75201,https://logo.clearbit.com/jacobs.com,130.55
SJM,The J. M. Smucker Company,44667-0280,https://logo.clearbit.com/jmsmucker.com,123.0
JNJ,Johnson & Johnson,08933,https://logo.clearbit.com/jnj.com,164.75
JCI,Johnson Controls International plc,T12 X8N6,https://logo.clearbit.com/johnsoncontrols.com,74.59
JPM,JPMorgan Chase & Co.,10179,https://logo.clearbit.com/jpmorganchase.com,157.68
JNPR,"Juniper Networks, Inc.",94089,https://logo.clearbit.com/juniper.net,27.9
KSU,Kansas City Southern,64105,https://logo.clearbit.com/kcsouthern.com,277.46
K,Kellogg Company,49016-3599,https://logo.clearbit.com/kelloggcompany.com,63.56
KEY,KeyCorp,44114-1306,https://logo.clearbit.com/key.com,20.76
KEYS,"Keysight Technologies, Inc.",95403-1738,https://logo.clearbit.com/keysight.com,177.45
KMB,Kimberly-Clark Corporation,75261-9100,https://logo.clearbit.com/kimberly-clark.com,135.18
KIM,Kimco Realty Corporation,11753,https://logo.clearbit.com/kimcorealty.com,21.72
KMI,"Kinder Morgan, Inc.",77002,https://logo.clearbit.com/kindermorgan.com,15.96
KLAC,KLA Corporation,95035,https://logo.clearbit.com/kla.com,369.81
KHC,The Kraft Heinz Company,15222,https://logo.clearbit.com/kraftheinzcompany.com,36.55
KR,The Kroger Co.,45202-1100,https://logo.clearbit.com/thekrogerco.com,40.94
LHX,"L3Harris Technologies, Inc.",32919,https://logo.clearbit.com/l3harris.com,222.46
LH,Laboratory Corporation of America Holdings,27215,https://logo.clearbit.com/labcorp.com,295.93
LRCX,Lam Research Corporation,94538,https://logo.clearbit.com/lamresearch.com,608.98
LW,"Lamb Weston Holdings, Inc.",83616,https://logo.clearbit.com/lambweston.com,61.57
LVS,Las Vegas Sands Corp.,89109,https://logo.clearbit.com/sands.com,38.17
LEG,"Leggett & Platt, Incorporated",64836,https://logo.clearbit.com/leggett.com,46.16
LDOS,"Leidos Holdings, Inc.",20190,https://logo.clearbit.com/leidos.com,91.81
LEN,Lennar Corporation,33172,https://logo.clearbit.com/lennar.com,101.28
LNC,Lincoln National Corporation,19087,https://logo.clearbit.com/lfg.com,67.54
LIN,Linde plc,GU2 7XY,https://logo.clearbit.com/linde.com,309.32
LYV,"Live Nation Entertainment, Inc.",90210,https://logo.clearbit.com/livenationentertainment.com,86.83
LKQ,LKQ Corporation,60661,https://logo.clearbit.com/lkqcorp.com,50.91
LMT,Lockheed Martin Corporation,20817,https://logo.clearbit.com/lockheedmartin.com,340.98
L,Loews Corporation,10065-8087,https://logo.clearbit.com/loews.com,53.08
LOW,"Lowe's Companies, Inc.",28117,https://logo.clearbit.com/lowes.com,209.03
LUMN,"Lumen Technologies, Inc.",71203,https://logo.clearbit.com/lumen.com,12.94
LYB,LyondellBasell Industries N.V.,77010,https://logo.clearbit.com/lyondellbasell.com,92.15
MTB,M&T Bank Corporation,14203,https://logo.clearbit.com/mtb.com,137.55
MRO,Marathon Oil Corporation,77056-2723,https://logo.clearbit.com/marathonoil.com,12.0
MPC,Marathon Petroleum Corporation,45840,https://logo.clearbit.com/marathonpetroleum.com,58.86
MKTX,MarketAxess Holdings Inc.,10001,https://logo.clearbit.com/marketaxess.com,426.0
MAR,"Marriott International, Inc.",20817,https://logo.clearbit.com/marriott.com,143.9
MMC,"Marsh & McLennan Companies, Inc.",10036-2774,https://logo.clearbit.com/mmc.com,155.83
MLM,"Martin Marietta Materials, Inc.",27607-3033,https://logo.clearbit.com/martinmarietta.com,342.73
MAS,Masco Corporation,48152,https://logo.clearbit.com/masco.com,57.23
MA,Mastercard Incorporated,10577,https://logo.clearbit.com/mastercard.com,343.04
MKC,"McCormick & Company, Incorporated",21031,https://logo.clearbit.com/mccormickcorporation.com,86.27
MCD,McDonald's Corporation,60607,https://logo.clearbit.com/corporate.mcdonalds.com,242.49
MCK,McKesson Corporation,75039,https://logo.clearbit.com/mckesson.com,207.75
MDT,Medtronic plc,2,https://logo.clearbit.com/medtronic.com,129.7
MRK,"Merck & Co., Inc.",07033,https://logo.clearbit.com/merck.com,71.68
MET,"MetLife, Inc.",10166-0188,https://logo.clearbit.com/metlife.com,61.72
MTD,Mettler-Toledo International Inc.,43240,https://logo.clearbit.com/mt.com,1545.18
MGM,MGM Resorts International,89109,https://logo.clearbit.com/mgmresorts.com,41.54
MCHP,Microchip Technology Incorporated,85224-6199,https://logo.clearbit.com/microchip.com,161.1
MU,"Micron Technology, Inc.",83716-9632,https://logo.clearbit.com/micron.com,74.3
MSFT,Microsoft Corporation,98052-6399,https://logo.clearbit.com/microsoft.com,299.87
MAA,"Mid-America Apartment Communities, Inc.",38138,https://logo.clearbit.com/maac.com,187.48
MRNA,"Moderna, Inc.",02139,https://logo.clearbit.com/modernatx.com,430.05
MHK,"Mohawk Industries, Inc.",30701,https://logo.clearbit.com/mohawkind.com,181.82
TAP,Molson Coors Beverage Company,80401,https://logo.clearbit.com/molsoncoors.com,45.8
MDLZ,"Mondelez International, Inc.",60607,https://logo.clearbit.com/mondelezinternational.com,60.94
MPWR,"Monolithic Power Systems, Inc.",98033,https://logo.clearbit.com/monolithicpower.com,497.52
MNST,Monster Beverage Corporation,92879,https://logo.clearbit.com/monsterbevcorp.com,94.64
MCO,Moody's Corporation,10007,https://logo.clearbit.com/moodys.com,370.0
MS,Morgan Stanley,10036,https://logo.clearbit.com/morganstanley.com,101.75
MSI,"Motorola Solutions, Inc.",60661,https://logo.clearbit.com/motorolasolutions.com,237.42
MSCI,MSCI Inc.,10007,https://logo.clearbit.com/msci.com,641.66
NDAQ,"Nasdaq, Inc.",10036,https://logo.clearbit.com/nasdaq.com,192.9
NTAP,"NetApp, Inc.",95128,https://logo.clearbit.com/netapp.com,90.01
NFLX,"Netflix, Inc.",95032,https://logo.clearbit.com/netflix.com,589.35
NWL,Newell Brands Inc.,30328,https://logo.clearbit.com/newellbrands.com,24.81
NEM,Newmont Corporation,80237,https://logo.clearbit.com/newmont.com,55.22
NWSA,News Corporation,10036,https://logo.clearbit.com/newscorp.com,22.35
